tollgate_id,time_window,direction,volume,model0,model1,model2,model3,model4,model5,model6,model7,type0,type1,has_etc1,time_start,month,weekday,time,hour,date
1,"[2016-10-02 00:00:00,2016-10-02 00:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 23:40:00,10,6,0,0,2
1,"[2016-10-02 23:20:00,2016-10-02 23:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-02 23:00:00,10,6,70,23,2
1,"[2016-10-09 00:00:00,2016-10-09 00:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-08 23:40:00,10,4,0,0,9
1,"[2016-10-09 23:20:00,2016-10-09 23:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-09 23:00:00,10,4,70,23,9
1,"[2016-10-01 01:20:00,2016-10-01 01:40:00)",1,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 01:00:00,10,5,4,1,1
1,"[2016-10-01 02:00:00,2016-10-01 02:20:00)",1,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 01:40:00,10,5,6,2,1
1,"[2016-10-02 22:20:00,2016-10-02 22:40:00)",1,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-02 22:00:00,10,6,67,22,2
1,"[2016-10-07 01:20:00,2016-10-07 01:40:00)",1,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-07 01:00:00,10,4,4,1,7
2,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 00:20:00,9,0,3,1,19
2,"[2016-09-19 01:00:00,2016-09-19 01:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 00:40:00,9,0,3,1,19
2,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 01:20:00,9,0,5,1,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 02:00:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 02:20:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 02:40:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 03:00:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 03:20:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 03:40:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 04:00:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 04:20:00,9,0,15,5,19
2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-19 04:40:00,9,0,15,5,19
2,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 00:00:00,9,1,1,0,20
2,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 01:00:00,9,1,4,1,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 01:40:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 02:00:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 02:20:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 02:40:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 03:00:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 03:20:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 03:40:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 04:00:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 04:20:00,9,1,15,5,20
2,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 04:40:00,9,1,15,5,20
2,"[2016-09-20 23:00:00,2016-09-20 23:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-20 22:40:00,9,1,69,23,20
2,"[2016-09-21 01:20:00,2016-09-21 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 01:00:00,9,2,4,1,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 02:00:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 02:20:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 02:40:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 03:00:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 03:20:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 03:40:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 04:00:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 04:20:00,9,2,15,5,21
2,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-21 04:40:00,9,2,15,5,21
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 00:40:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 01:00:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 01:20:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 01:40:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 02:00:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 02:20:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 02:40:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 03:00:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 03:20:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 03:40:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 04:00:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 04:20:00,9,3,15,5,22
2,"[2016-09-22 05:00:00,2016-09-22 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-22 04:40:00,9,3,15,5,22
2,"[2016-09-23 00:20:00,2016-09-23 00:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 00:00:00,9,4,1,0,23
2,"[2016-09-23 01:20:00,2016-09-23 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 01:00:00,9,4,4,1,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 01:40:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 02:00:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 02:20:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 02:40:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 03:00:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 03:20:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 03:40:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 04:00:00,9,4,14,4,23
2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-23 04:20:00,9,4,14,4,23
2,"[2016-09-24 01:40:00,2016-09-24 02:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 01:20:00,9,5,5,1,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 02:00:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 02:20:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 02:40:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 03:00:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 03:20:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 03:40:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 04:00:00,9,5,14,4,24
2,"[2016-09-24 04:40:00,2016-09-24 05:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 04:20:00,9,5,14,4,24
2,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 18:20:00,9,5,56,18,24
2,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-24 19:00:00,9,5,58,19,24
2,"[2016-09-25 00:40:00,2016-09-25 01:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 00:20:00,9,6,2,0,25
2,"[2016-09-25 01:20:00,2016-09-25 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 01:00:00,9,6,4,1,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 02:00:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 02:20:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 02:40:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 03:00:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 03:20:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 03:40:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 04:00:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 04:20:00,9,6,15,5,25
2,"[2016-09-25 05:00:00,2016-09-25 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-25 04:40:00,9,6,15,5,25
2,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 00:00:00,9,0,1,0,26
2,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 00:40:00,9,0,4,1,26
2,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 01:00:00,9,0,4,1,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 01:40:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 02:00:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 02:20:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 02:40:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 03:00:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 03:20:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 03:40:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 04:00:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 04:20:00,9,0,15,5,26
2,"[2016-09-26 05:00:00,2016-09-26 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-26 04:40:00,9,0,15,5,26
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 02:00:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 02:20:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 02:40:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 03:00:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 03:20:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 03:40:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 04:00:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 04:20:00,9,1,15,5,27
2,"[2016-09-27 05:00:00,2016-09-27 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 04:40:00,9,1,15,5,27
2,"[2016-09-28 00:00:00,2016-09-28 00:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-27 23:40:00,9,2,0,0,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 02:00:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 02:20:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 02:40:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 03:00:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 03:20:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 03:40:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 04:00:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 04:20:00,9,2,15,5,28
2,"[2016-09-28 05:00:00,2016-09-28 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-28 04:40:00,9,2,15,5,28
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 00:40:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 01:00:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 01:20:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 01:40:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 02:00:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 02:20:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 02:40:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 03:00:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 03:20:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 03:40:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 04:00:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 04:20:00,9,3,15,5,29
2,"[2016-09-29 05:00:00,2016-09-29 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-29 04:40:00,9,3,15,5,29
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 01:40:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 02:00:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 02:20:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 02:40:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 03:00:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 03:20:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 03:40:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 04:00:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 04:20:00,9,4,15,5,30
2,"[2016-09-30 05:00:00,2016-09-30 05:20:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-09-30 04:40:00,9,4,15,5,30
2,"[2016-10-01 01:20:00,2016-10-01 01:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 01:00:00,10,5,4,1,1
2,"[2016-10-01 02:40:00,2016-10-01 03:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 02:00:00,10,5,8,2,1
2,"[2016-10-01 02:40:00,2016-10-01 03:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 02:20:00,10,5,8,2,1
2,"[2016-10-01 22:40:00,2016-10-01 23:00:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-01 22:20:00,10,5,68,22,1
2,"[2016-10-02 08:20:00,2016-10-02 08:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-02 00:00:00,10,6,25,8,2
2,"[2016-10-02 08:20:00,2016-10-02 08:40:00)",0,0,1,1,1,1,1,1,1,1,1,1,1,2016-10-02 00:20:00,10,6,25,8,2
